Audible_Title,Audible_Author,Goodreads_Link
Becoming Nicole,Amy Ellis Nutt,https://www.goodreads.com/book/show/25893681-becoming-nicole?from_search=true&from_srp=true&qid=vRKBJTnOzs&rank=2
Teacher Man,Frank McCourt,https://www.goodreads.com/book/show/4909.Teacher_Man?from_search=true&from_srp=true&qid=6jfwD9awTQ&rank=1
Lessons from a Third Grade Dropout,Rick Rigsby,https://www.goodreads.com/book/show/2049239.Lessons_From_a_Third_Grade_Dropout?from_search=true&from_srp=true&qid=sPVQrk53XI&rank=1
Reading Lolita in Tehran,Azar Nafisi,https://www.goodreads.com/book/show/7603.Reading_Lolita_in_Tehran?from_search=true&from_srp=true&qid=2LX1zNpsrG&rank=3
Conversations with RBG,Jeffrey Rosen,https://www.goodreads.com/book/show/45320351-conversations-with-rbg?from_search=true&from_srp=true&qid=EBLcJNtEHi&rank=1
The Life and Times of Frederick Douglass,Frederick Douglass,https://www.goodreads.com/book/show/91588.The_Life_and_Times_of_Frederick_Douglass?from_search=true&from_srp=true&qid=wrUN5gfkRs&rank=2
Travels,Michael Crichton,https://www.goodreads.com/book/show/7665.Travels?from_search=true&from_srp=true&qid=4Iwlz1K6bL&rank=2
The Michigan Murders,Edward Keyes,https://www.goodreads.com/book/show/29870198-the-michigan-murders?from_search=true&from_srp=true&qid=HTR28VRBcl&rank=1
The Dressmaker of Khair Khana,Gayle Tzemach Lemmon,https://www.goodreads.com/book/show/8584913-the-dressmaker-of-khair-khana?from_search=true&from_srp=true&qid=qb8WE0lLTo&rank=1
Sanford Meisner on Acting,"Sanford Meisner, Dennis Longwell, Sydney Pollack - introduction",https://www.goodreads.com/book/show/140507.Sanford_Meisner_on_Acting?from_search=true&from_srp=true&qid=QePcAvG7wT&rank=1
Nancy Wake,Peter FitzSimons,https://www.goodreads.com/book/show/1504838.Nancy_Wake?from_search=true&from_srp=true&qid=WiDFHtoiOr&rank=1
The Underground Girls of Kabul,Jenny Nordberg,https://www.goodreads.com/book/show/18077802-the-underground-girls-of-kabul?from_search=true&from_srp=true&qid=VoqPVLuKrJ&rank=1
Invisible,Stephen L. Carter,https://www.goodreads.com/book/show/33898873-invisible?from_search=true&from_srp=true&qid=Q31howCTjc&rank=1
What We Don't Talk About When We Talk About Fat,Aubrey Gordon,https://www.goodreads.com/book/show/52011076-what-we-don-t-talk-about-when-we-talk-about-fat?from_search=true&from_srp=true&qid=kFT7SnwcEN&rank=1
Jane Austen at Home,Lucy Worsley,https://www.goodreads.com/book/show/31450766-jane-austen-at-home?from_search=true&from_srp=true&qid=0YDndNYfF5&rank=1
"Too Fat, Too Slutty, Too Loud",Anne Helen Petersen,https://www.goodreads.com/book/show/33257571-too-fat-too-slutty-too-loud?from_search=true&from_srp=true&qid=36rxTOpQbQ&rank=1
I Came as a Shadow,"John Thompson, Jesse Washington",https://www.goodreads.com/book/show/53470668-i-came-as-a-shadow?from_search=true&from_srp=true&qid=IUlUyYLLKU&rank=1
"Well, That Escalated Quickly",Franchesca Ramsey,https://www.goodreads.com/book/show/40603370-well-that-escalated-quickly?from_search=true&from_srp=true&qid=DlNEH5kDwX&rank=1
Spare Parts,Joshua Davis,https://www.goodreads.com/book/show/20518979-spare-parts?from_search=true&from_srp=true&qid=7oFvViPR24&rank=1
Disability Visibility: First-Person Stories from the Twenty-First Century,Alice Wong,https://www.goodreads.com/book/show/51456746-disability-visibility?from_search=true&from_srp=true&qid=iALNRqjn3F&rank=1
Whipping Girl,Julia Serano,https://www.goodreads.com/book/show/605663.Whipping_Girl?from_search=true&from_srp=true&qid=PUDA7pSruq&rank=1
Brief Candle in the Dark,Richard Dawkins,https://www.goodreads.com/book/show/26053275-brief-candle-in-the-dark?from_search=true&from_srp=true&qid=lpK7skZHO7&rank=2
Eyes to the Wind,"Ady Barkan, Alexandria Ocasio-Cortez - foreword",https://www.goodreads.com/book/show/43822685-eyes-to-the-wind?from_search=true&from_srp=true&qid=P91rgeKXo7&rank=1
Spinster,Kate Bolick,https://www.goodreads.com/book/show/22889766-spinster?from_search=true&from_srp=true&qid=weKAKJqvv8&rank=1
Traveling with Pomegranates,"Sue Monk Kidd, Ann Kidd Taylor",https://www.goodreads.com/book/show/7884185-traveling-with-pomegranates?from_search=true&from_srp=true&qid=UzbU0bLB0m&rank=1
The Long Run,"Matthew Long, Charles Butler",https://www.goodreads.com/book/show/9456028-the-long-run?from_search=true&from_srp=true&qid=LSEG0JMJG5&rank=1
Being Heumann,"Judith Heumann, Kristen Joiner",https://www.goodreads.com/book/show/46184567-being-heumann?from_search=true&from_srp=true&qid=Z3PHrEoV5r&rank=1
A Jane Austen Education,William Deresiewicz,https://www.goodreads.com/book/show/9859183-a-jane-austen-education?from_search=true&from_srp=true&qid=cpuDsjfbYl&rank=1
I Am Dynamite!,Sue Prideaux,https://www.goodreads.com/book/show/37707826-i-am-dynamite?from_search=true&from_srp=true&qid=C6sw2bbtdQ&rank=1
White Tears/Brown Scars,Ruby Hamad,https://www.goodreads.com/book/show/53260224-white-tears-brown-scars?from_search=true&from_srp=true&qid=wfyFWMO3nC&rank=1
The Mockingbird Next Door,Marja Mills,https://www.goodreads.com/book/show/18693728-the-mockingbird-next-door?from_search=true&from_srp=true&qid=xJJ54rkOcn&rank=1
Life Is a Marathon,Matt Fitzgerald,https://www.goodreads.com/book/show/40697108-life-is-a-marathon?from_search=true&from_srp=true&qid=RG8cMY5zhS&rank=1
Listen to This,Alex Ross,https://www.goodreads.com/book/show/7962206-listen-to-this?from_search=true&from_srp=true&qid=FIMGdC9MS9&rank=1
Nomad,Ayaan Hirsi Ali,https://www.goodreads.com/book/show/6663818-nomad?from_search=true&from_srp=true&qid=oek0TpFAh0&rank=1
The Girl Who Escaped ISIS,"Farida Khalaf, Andrea C. Hoffmann",https://www.goodreads.com/book/show/32491711-the-girl-who-escaped-isis?from_search=true&from_srp=true&qid=Kn5IKwg1vr&rank=1
Black Is the Body,Emily Bernard,https://www.goodreads.com/book/show/40163296-black-is-the-body?from_search=true&from_srp=true&qid=GyoWGeQ8xS&rank=1
Reading with Patrick,Michelle Kuo,https://www.goodreads.com/book/show/30900796-reading-with-patrick?from_search=true&from_srp=true&qid=NnQiFG5tzg&rank=1
The Unsettlers,Mark Sundeen,https://www.goodreads.com/book/show/30024726-the-unsettlers?from_search=true&from_srp=true&qid=BbEhZyVqZn&rank=1
Eighty Days,Matthew Goodman,https://www.goodreads.com/book/show/15796712-eighty-days?from_search=true&from_srp=true&qid=79fVRaS8RD&rank=1
Hemingway in Love,A. E. Hotchner,https://www.goodreads.com/book/show/23848572-hemingway-in-love?from_search=true&from_srp=true&qid=llv5yL096B&rank=1
Illusion of Justice,Jerome F. Buting,https://www.goodreads.com/book/show/30317433-illusion-of-justice?from_search=true&from_srp=true&qid=Dhhopx03vW&rank=1
The Real Jane Austen,Paula Byrne,https://www.goodreads.com/book/show/15819023-the-real-jane-austen?from_search=true&from_srp=true&qid=i7dr4bDUbx&rank=1
Finding Latinx,Paola Ramos,https://www.goodreads.com/book/show/53710122-finding-latinx?from_search=true&from_srp=true&qid=AIsuhFyvwT&rank=1
Magic Is Dead,Ian Frisch,https://www.goodreads.com/book/show/40535664-magic-is-dead?from_search=true&from_srp=true&qid=VKSwcmtP8y&rank=1
Changing My Mind,Zadie Smith,https://www.goodreads.com/book/show/6425404-changing-my-mind?from_search=true&from_srp=true&qid=CXXoLe8zI5&rank=1
We Had a Little Real Estate Problem,Kliph Nesteroff,https://www.goodreads.com/book/show/54304279-we-had-a-little-real-estate-problem?from_search=true&from_srp=true&qid=yRDomDYoQG&rank=1
The Bold World,Jodie Patterson,https://www.goodreads.com/book/show/40163156-the-bold-world?from_search=true&from_srp=true&qid=PHb8bPYRy1&rank=1
Your Song Changed My Life,Bob Boilen,https://www.goodreads.com/book/show/25817143-your-song-changed-my-life?from_search=true&from_srp=true&qid=b0tNaHQyMk&rank=1
Run the World,Becky Wade,https://www.goodreads.com/book/show/27213217-run-the-world?from_search=true&from_srp=true&qid=aZV5oTjkdt&rank=1
Give a Girl a Knife,Amy Thielen,https://www.goodreads.com/book/show/32148009-give-a-girl-a-knife?from_search=true&from_srp=true&qid=mniaxffnxL&rank=1
Bad Call,Mike Scardino,https://www.goodreads.com/book/show/36546634-bad-call?from_search=true&from_srp=true&qid=AlI3METmIk&rank=1
Women and Other Monsters,Jess Zimmerman,https://www.goodreads.com/book/show/54228607-women-and-other-monsters?from_search=true&from_srp=true&qid=Ib3Fn0FQgt&rank=1
Dancing with Max,"Emily Colson, Charles Colson",https://www.goodreads.com/book/show/8327523-dancing-with-max?from_search=true&from_srp=true&qid=5hTmGc2wY1&rank=1
The Meaning of Michelle,Veronica Chambers,https://www.goodreads.com/book/show/29939375-the-meaning-of-michelle?from_search=true&from_srp=true&qid=Mna8BMIukD&rank=1
50 Things They Don't Want You to Know,Jerome Hudson,https://www.goodreads.com/book/show/45188317-50-things-they-don-t-want-you-to-know?from_search=true&from_srp=true&qid=EyHQ89cYPg&rank=1
Post Grad,Caroline Kitchener,https://www.goodreads.com/book/show/30653921-post-grad?from_search=true&from_srp=true&qid=mvA3H7Sq9y&rank=1
How I Built This,Guy Raz,https://www.goodreads.com/book/show/48930275-how-i-built-this?from_search=true&from_srp=true&qid=09Zb7cUTiC&rank=2
Limitless,Jim Kwik,https://www.goodreads.com/book/show/49994260-limitless?from_search=true&from_srp=true&qid=MN8WYpviqO&rank=16
Me and White Supremacy,Layla F. Saad,https://www.goodreads.com/book/show/46002342-me-and-white-supremacy?from_search=true&from_srp=true&qid=DyZpcpI92q&rank=4
Your Brain at Work,David Rock,https://www.goodreads.com/book/show/6899290-your-brain-at-work?from_search=true&from_srp=true&qid=5KuDKvdvWz&rank=2
Talk Like TED,Carmine Gallo,https://www.goodreads.com/book/show/17910144-talk-like-ted?from_search=true&from_srp=true&qid=75M72Yknbz&rank=3
The Road to Character,David Brooks,https://www.goodreads.com/book/show/22551809-the-road-to-character?from_search=true&from_srp=true&qid=2y4T98wxhH&rank=12
How to Raise an Adult,Julie Lythcott-Haims,https://www.goodreads.com/book/show/23168823-how-to-raise-an-adult?from_search=true&from_srp=true&qid=pd89gX7D9a&rank=5
The Teenage Brain,"Frances E. Jensen, Amy Ellis Nutt",https://www.goodreads.com/book/show/18964642-the-teenage-brain?from_search=true&from_srp=true&qid=jvmq2nBI5U&rank=2
The Self-Driven Child,"Ned Johnson, William Stixrud PhD",https://www.goodreads.com/book/show/35457692-the-self-driven-child?from_search=true&from_srp=true&qid=ROZggeBQnF&rank=3
The Design of Everyday Things,Don Norman,https://www.goodreads.com/book/show/840.The_Design_of_Everyday_Things?from_search=true&from_srp=true&qid=HJO8KqjmSv&rank=2
Thanks for the Feedback,"Sheila Heen, Douglas Stone",https://www.goodreads.com/book/show/18114120-thanks-for-the-feedback?from_search=true&from_srp=true&qid=GB5okSeOIf&rank=1
"Wait, What?",James E. Ryan,https://www.goodreads.com/book/show/31307683-wait-what?from_search=true&from_srp=true&qid=nXH4AKreSl&rank=1
One Million Followers: How I Built a Massive Social Following in 30 Days,Brendan Kane,https://www.goodreads.com/book/show/39687710-one-million-followers?from_search=true&from_srp=true&qid=60xc6xdZNT&rank=1
You Are the Universe,"Menas C. Kafatos PhD, Deepak Chopra",https://www.goodreads.com/book/show/39508441-you-are-the-universe?from_search=true&from_srp=true&qid=ZquhuIDU90&rank=1
The Motivation Myth,Jeff Haden,https://www.goodreads.com/book/show/34962304-the-motivation-myth?from_search=true&from_srp=true&qid=SJPfLZ1hWg&rank=2
Objections,"Jeb Blount, Mark Hunter - foreword by",https://www.goodreads.com/book/show/40175355-objections?from_search=true&from_srp=true&qid=0YuOQvhGfb&rank=1
The Gift of Failure,Jessica Lahey,https://www.goodreads.com/book/show/18813645-the-gift-of-failure?from_search=true&from_srp=true&qid=wXCBQvg2Wt&rank=1
Spam Nation,Brian Krebs,https://www.goodreads.com/book/show/18509663-spam-nation?from_search=true&from_srp=true&qid=3RE4n6dPeB&rank=1
Under Pressure,Lisa Damour,https://www.goodreads.com/book/show/40242278-under-pressure?from_search=true&from_srp=true&qid=Aq3RHCIrwX&rank=5
The Call of the Wild and Free,Ainsley Arment,https://www.goodreads.com/book/show/42078805-the-call-of-the-wild-and-free?from_search=true&from_srp=true&qid=QJ4BOfTJm8&rank=1
Hyperfocus,Chris Bailey,https://www.goodreads.com/book/show/36959766-hyperfocus?from_search=true&from_srp=true&qid=WIdZUZwshf&rank=3
iWoz,"Steve Wozniak, Gina Smith",https://www.goodreads.com/book/show/798635.iWoz?from_search=true&from_srp=true&qid=fJl6M5VKyu&rank=1
Games People Play,Eric Berne,https://www.goodreads.com/book/show/49176.Games_People_Play?from_search=true&from_srp=true&qid=5uzxG46ZJT&rank=2
The Mindful Therapist,Daniel J. Siegel,https://www.goodreads.com/book/show/7529269-the-mindful-therapist?from_search=true&from_srp=true&qid=iWB3zOSRun&rank=1
What Your ADHD Child Wishes You Knew,"Dr. Sharon Saline, Dr. Laura Markham",https://www.goodreads.com/book/show/37831673-what-your-adhd-child-wishes-you-knew?from_search=true&from_srp=true&qid=H3yCIikfQd&rank=1
Old Path White Clouds,Thich Nhat Hanh,https://www.goodreads.com/book/show/241899.Old_Path_White_Clouds?from_search=true&from_srp=true&qid=Wdph8izRar&rank=1
Gift from the Sea,Anne Morrow Lindbergh,https://www.goodreads.com/book/show/77295.Gift_from_the_Sea?from_search=true&from_srp=true&qid=YN65gcRt9G&rank=3
The Rise and Fall of American Growth,Robert J. Gordon,https://www.goodreads.com/book/show/26634594-the-rise-and-fall-of-american-growth?from_search=true&from_srp=true&qid=1pyzNrC0BB&rank=2
The Nordic Theory of Everything,Anu Partanen,https://www.goodreads.com/book/show/28014216-the-nordic-theory-of-everything?from_search=true&from_srp=true&qid=GE9WkA3psB&rank=1
Empire of Cotton,Sven Beckert,https://www.goodreads.com/book/show/20758057-empire-of-cotton?from_search=true&from_srp=true&qid=uC01D1i1S7&rank=2
Leadership Is Language,L. David Marquet,https://www.goodreads.com/book/show/42774083-leadership-is-language?from_search=true&from_srp=true&qid=AMkjYdcUQA&rank=1
Braving It,James Campbell,https://www.goodreads.com/book/show/26109024-braving-it?from_search=true&from_srp=true&qid=HVMxooo46d&rank=1
The Gift of Forgiveness,Katherine Schwarzenegger,https://www.goodreads.com/book/show/52134260-the-gift-of-forgiveness?from_search=true&from_srp=true&qid=hZPnX0ouKi&rank=1
The Top Ten Things Dead People Want to Tell You,Mike Dooley,https://www.goodreads.com/book/show/20701927-the-top-ten-things-dead-people-want-to-tell-you?from_search=true&from_srp=true&qid=TOKjvLFgvi&rank=1
The Ultra Mindset,"Travis Macy, John Hanc",https://www.goodreads.com/book/show/22715975-the-ultra-mindset?from_search=true&from_srp=true&qid=Swvgnnmbt3&rank=1
26 Marathons,"Meb Keflezighi, Scott Douglas",https://www.goodreads.com/book/show/37901578-26-marathons?from_search=true&from_srp=true&qid=2LFpAAm0C3&rank=1
The Blue Zones of Happiness,"Dan Buettner, Ed Diener",https://www.goodreads.com/book/show/40491429-the-blue-zones-of-happiness?from_search=true&from_srp=true&qid=tts8UZxGSs&rank=1
The Airbnb Story,Leigh Gallagher,https://www.goodreads.com/book/show/32198220-the-airbnb-story?from_search=true&from_srp=true&qid=Q5QB50P3YY&rank=2
The Varieties of Religious Experience,William James,https://www.goodreads.com/book/show/28820.The_Varieties_of_Religious_Experience?from_search=true&from_srp=true&qid=FlUYGZIfKx&rank=1
The Biology of Desire,Marc Lewis PhD,https://www.goodreads.com/book/show/23214265-the-biology-of-desire?from_search=true&from_srp=true&qid=JquDopeEWj&rank=1
Punished by Rewards,Alfie Kohn,https://www.goodreads.com/book/show/541132.Punished_by_Rewards?from_search=true&from_srp=true&qid=e7l5ufavty&rank=1
Limitless Mind,Jo Boaler,https://www.goodreads.com/book/show/42940498-limitless-mind?from_search=true&from_srp=true&qid=tHAED840nw&rank=1
The Tibetan Book of the Dead,Robert Thurman - translator,https://www.goodreads.com/book/show/208137.The_Tibetan_Book_of_the_Dead?from_search=true&from_srp=true&qid=UPhfSqRs9E&rank=1
Because Internet,Gretchen McCulloch,https://www.goodreads.com/book/show/36739320-because-internet?from_search=true&from_srp=true&qid=ryFaXYcMfy&rank=2
The Campbell Plan,Thomas Campbell,https://www.goodreads.com/book/show/20696002-the-campbell-plan?from_search=true&from_srp=true&qid=CStuaJRPFv&rank=1
Shop Class as Soulcraft,Matthew B. Crawford,https://www.goodreads.com/book/show/6261332-shop-class-as-soulcraft?from_search=true&from_srp=true&qid=AKMWvxjjXN&rank=2
How to Be Less Stupid About Race,Crystal Marie Fleming,https://www.goodreads.com/book/show/37823717-how-to-be-less-stupid-about-race?from_search=true&from_srp=true&qid=x6OqUJiNvU&rank=1
The Grown-Up's Guide to Teenage Humans,Josh Shipp,https://www.goodreads.com/book/show/35534309-the-grown-up-s-guide-to-teenage-humans?from_search=true&from_srp=true&qid=yvXbIFAp2r&rank=1
King Icahn,Mark Stevens,https://www.goodreads.com/book/show/22673027-king-icahn?from_search=true&from_srp=true&qid=4kIirQJfvv&rank=1
The Last Kings of Shanghai,Jonathan Kaufman,https://www.goodreads.com/book/show/48890489-the-last-kings-of-shanghai?from_search=true&from_srp=true&qid=j7DD94ucJq&rank=1
Be Different,John Elder Robison,https://www.goodreads.com/book/show/8674411-be-different?from_search=true&from_srp=true&qid=WlP7mZOi7B&rank=1
Are u ok?,Kati Morton,https://www.goodreads.com/book/show/39835253-are-u-ok?from_search=true&from_srp=true&qid=mOrKekesg4&rank=1
Find Your Artistic Voice,Lisa Congdon,https://www.goodreads.com/book/show/43387387-find-your-artistic-voice?from_search=true&from_srp=true&qid=M1Tk6k87Rf&rank=1
The World Beyond Your Head,Matthew B. Crawford,https://www.goodreads.com/book/show/22237171-the-world-beyond-your-head?from_search=true&from_srp=true&qid=773Bh1Bpz6&rank=1
The Trauma of Everyday Life,Mark Epstein MD,https://www.goodreads.com/book/show/16158591-the-trauma-of-everyday-life?from_search=true&from_srp=true&qid=Cw1Xt3RVeA&rank=1
The Education of Will,Patricia B. McConnell,https://www.goodreads.com/book/show/30753682-the-education-of-will?from_search=true&from_srp=true&qid=eNSyTiJiBa&rank=1
Hands Free Life,Rachel Macy Stafford,https://www.goodreads.com/book/show/23403782-hands-free-life?from_search=true&from_srp=true&qid=RoGlw5Hudf&rank=1
The Price You Pay for College,Ron Lieber,https://www.goodreads.com/book/show/48836839-the-price-you-pay-for-college?from_search=true&from_srp=true&qid=TekWVVdMUh&rank=3
Discernment: Reading the Signs of Daily Life,Henri J. M. Nouwen,https://www.goodreads.com/book/show/16240728-discernment?from_search=true&from_srp=true&qid=n1Xy5xZ33F&rank=1
Adventuring Together,Greta Eskridge,https://www.goodreads.com/book/show/48856378-adventuring-together?from_search=true&from_srp=true&qid=DGFPf4WV8f&rank=1
Ace,Angela Chen,https://www.goodreads.com/book/show/52128695-ace?from_search=true&from_srp=true&qid=mMjRxWKz3r&rank=1
The Most Beautiful Thing I’ve Seen,Lisa Gungor,https://www.goodreads.com/book/show/36575744-the-most-beautiful-thing-i-ve-seen?from_search=true&from_srp=true&qid=KIm9q2U6SD&rank=1
The Bad Food Bible,Aaron Carroll MD,https://www.goodreads.com/book/show/33413937-the-bad-food-bible?from_search=true&from_srp=true&qid=arkZyqtbrp&rank=1
How to Prepare for Climate Change,David Pogue,https://www.goodreads.com/book/show/52761887-how-to-prepare-for-climate-change?from_search=true&from_srp=true&qid=TEyodsNXGc&rank=1
To Raise a Boy,Emma Brown,https://www.goodreads.com/book/show/56342243-to-raise-a-boy?from_search=true&from_srp=true&qid=PresD45tYL&rank=1
U Thrive,"Dan Lerner, Alan Schlechter",https://www.goodreads.com/book/show/31420735-u-thrive?from_search=true&from_srp=true&qid=7zeAoNPVnf&rank=1
Brilliant: The Art and Science of Making Better Decisions,Barry Schwartz,https://www.goodreads.com/book/show/51159456-brilliant?from_search=true&from_srp=true&qid=GkLEMt8fK8&rank=1
Viral Parenting,Mindy McKnight,https://www.goodreads.com/book/show/41125095-viral-parenting?from_search=true&from_srp=true&qid=0jqVCrZBih&rank=1
The Freshman Survival Guide,"Nora Bradbury-Haehl, Bill McGarvey",https://www.goodreads.com/book/show/7947916-the-freshman-survival-guide?from_search=true&from_srp=true&qid=qsMdmSDQIn&rank=1
The Grumble-Free Year,Tricia Goyer,https://www.goodreads.com/book/show/44442009-the-grumble-free-year?from_search=true&from_srp=true&qid=AhHpeiqrhh&rank=1
Ready for Anything,Kathi Lipp,https://www.goodreads.com/book/show/48855879-ready-for-anything?from_search=true&from_srp=true&qid=DCbjaEi4y2&rank=1
Six of Crows,Leigh Bardugo,https://www.goodreads.com/book/show/23437156-six-of-crows?from_search=true&from_srp=true&qid=Co7Itpelk8&rank=2
Scythe,Neal Shusterman,https://www.goodreads.com/book/show/28954189-scythe?from_search=true&from_srp=true&qid=sYRo4IHp1B&rank=2
"Stamped: Racism, Antiracism, and You","Jason Reynolds, Ibram X. Kendi",https://www.goodreads.com/book/show/52220686-stamped?from_search=true&from_srp=true&qid=g5QDGkVhuJ&rank=4
Restart,Gordon Korman,https://www.goodreads.com/book/show/32819894-restart?from_search=true&from_srp=true&qid=yVijmFaJX7&rank=1
Pimsleur Spanish Level 1 Lessons 1-5,Pimsleur,https://www.goodreads.com/book/show/22859536-pimsleur-spanish-level-5-cd?from_search=true&from_srp=true&qid=uE1gTCa4xX&rank=3
Inception,Bianca Scardoni,https://www.goodreads.com/book/show/26793013-inception?from_search=true&from_srp=true&qid=YhCEu3fZ6z&rank=1
Brown Girl Dreaming,Jacqueline Woodson,https://www.goodreads.com/book/show/20821284-brown-girl-dreaming?from_search=true&from_srp=true&qid=w0PPFAPtHI&rank=3
Counting by 7s,Holly Goldberg Sloan,https://www.goodreads.com/book/show/15937108-counting-by-7s?from_search=true&from_srp=true&qid=QQhG8JuZbw&rank=3
Truly Devious,Maureen Johnson,https://www.goodreads.com/book/show/29589074-truly-devious?from_search=true&from_srp=true&qid=t9VhOIgz7q&rank=1
The Magic Misfits,Neil Patrick Harris,https://www.goodreads.com/book/show/28107444-the-magic-misfits?from_search=true&from_srp=true&qid=dL5wA9MCzG&rank=1
The True Confessions of Charlotte Doyle,Avi,https://www.goodreads.com/book/show/310146.The_True_Confessions_of_Charlotte_Doyle?from_search=true&from_srp=true&qid=gobhCqZanM&rank=4
Fantastic Mr. Fox and Other Animal Stories,Roald Dahl,https://www.goodreads.com/book/show/17465451-fantastic-mr-fox-and-other-animal-stories?from_search=true&from_srp=true&qid=UDIQFqLZpa&rank=1
Fever 1793,Laurie Halse Anderson,https://www.goodreads.com/book/show/781110.Fever_1793?from_search=true&from_srp=true&qid=AGWQuwvyzz&rank=2
James Herriot's Treasury for Children,James Herriot,https://www.goodreads.com/book/show/38735.James_Herriot_s_Treasury_for_Children?from_search=true&from_srp=true&qid=56Fwk0P2wv&rank=1
Middle School: The Worst Years of My Life,"James Patterson, Chris Tebbetts",https://www.goodreads.com/book/show/9798177-middle-school?from_search=true&from_srp=true&qid=5AzqKtka4b&rank=1
Caddie Woodlawn,Carol Ryrie Brink,https://www.goodreads.com/book/show/205821.Caddie_Woodlawn?from_search=true&from_srp=true&qid=rjHSPLRmWC&rank=1
Greenglass House,Kate Milford,https://www.goodreads.com/book/show/18222716-greenglass-house?from_search=true&from_srp=true&qid=Heggalynui&rank=1
The Black Stallion,Walter Farley,https://www.goodreads.com/book/show/272895.The_Black_Stallion?from_search=true&from_srp=true&qid=YYJonIKA1n&rank=2
The Testing,Joelle Charbonneau,https://www.goodreads.com/book/show/13326831-the-testing?from_search=true&from_srp=true&qid=ynAiSDGrMS&rank=1
Go Ask Alice,Anonymous,https://www.goodreads.com/book/show/46799.Go_Ask_Alice?from_search=true&from_srp=true&qid=wc77TssexP&rank=1
Switched,Amanda Hocking,https://www.goodreads.com/book/show/12180581-switched?from_search=true&from_srp=true&qid=SRxHMQF0V7&rank=1
Mattimeo,Brian Jacques,https://www.goodreads.com/book/show/201342.Mattimeo?from_search=true&from_srp=true&qid=DxjgXedbSC&rank=1
Tiger's Curse,Colleen Houck,https://www.goodreads.com/book/show/9284655-tiger-s-curse?from_search=true&from_srp=true&qid=0S0ebFNBHq&rank=1
Hero,Perry Moore,https://www.goodreads.com/book/show/1251032.Hero?from_search=true&from_srp=true&qid=tasLgJmdJ5&rank=1
House of Many Ways,Diana Wynne Jones,https://www.goodreads.com/book/show/2173611.House_of_Many_Ways?from_search=true&from_srp=true&qid=TwbfhgYvxz&rank=1
Bloodleaf,Crystal Smith,https://www.goodreads.com/book/show/51989589-bloodleaf?from_search=true&from_srp=true&qid=Mu3cFXiZL3&rank=1
The Yearling,Marjorie Kinnan Rawlings,https://www.goodreads.com/book/show/159582.The_Yearling?from_search=true&from_srp=true&qid=TX3r7qnqdi&rank=5
Tuesdays at the Castle,Jessica Day George,https://www.goodreads.com/book/show/10508431-tuesdays-at-the-castle?from_search=true&from_srp=true&qid=DVHnxJxVFV&rank=1
The Miseducation of Cameron Post,Emily M. Danforth,https://www.goodreads.com/book/show/40801157-the-miseducation-of-cameron-post?from_search=true&from_srp=true&qid=5x8JBQhnZA&rank=2
Anne of Green Gables,Lucy Maud Montgomery,https://www.goodreads.com/book/show/35132745-anne-of-green-gables?from_search=true&from_srp=true&qid=bW2WgB7Hwh&rank=1
The Shadow Queen,C. J. Redwine,https://www.goodreads.com/book/show/23299513-the-shadow-queen?from_search=true&from_srp=true&qid=lNGkOMjSho&rank=1
The DUFF: Designated Ugly Fat Friend,Kody Keplinger,https://www.goodreads.com/book/show/6931356-the-duff?from_search=true&from_srp=true&qid=GX2qszvQkL&rank=2
Obsidian,Jennifer L. Armentrout,https://www.goodreads.com/book/show/12578077-obsidian?from_search=true&from_srp=true&qid=rZ4x4w1bQ3&rank=1
American Panda,Gloria Chao,https://www.goodreads.com/book/show/35297380-american-panda?from_search=true&from_srp=true&qid=0II45wmPv7&rank=1
Confessions: The Private School Murders,"James Patterson, Maxine Paetro",https://www.goodreads.com/book/show/18170455-confessions?from_search=true&from_srp=true&qid=qToTHQchmI&rank=2
Marvel's Black Widow: Forever Red,Margaret Stohl,https://www.goodreads.com/book/show/30227348-marvel-s-black-widow?from_search=true&from_srp=true&qid=Vqk5EhlFUS&rank=1
American Street,Ibi Zoboi,https://www.goodreads.com/book/show/30256109-american-street?from_search=true&from_srp=true&qid=NqutQnLm13&rank=2
So You Want to Be a Wizard,Diane Duane,https://www.goodreads.com/book/show/116563.So_You_Want_to_Be_a_Wizard?from_search=true&from_srp=true&qid=iW8AjBVLOy&rank=1
The View from Saturday,E. L. Konigsburg,https://www.goodreads.com/book/show/4538.The_View_from_Saturday?from_search=true&from_srp=true&qid=9kBqUPCSLh&rank=4
White Hot Kiss,Jennifer L. Armentrout,https://www.goodreads.com/book/show/42246377-white-hot-kiss?from_search=true&from_srp=true&qid=PPaatZnM0e&rank=1
Touch of Frost,Jennifer Estep,https://www.goodreads.com/book/show/9439989-touch-of-frost?from_search=true&from_srp=true&qid=6DZJWrkyWr&rank=1
Firebolt,Adrienne Woods,https://www.goodreads.com/book/show/33379357-firebolt?from_search=true&from_srp=true&qid=MpR46Erye3&rank=1
When the Sea Turned to Silver,Grace Lin,https://www.goodreads.com/book/show/28449045-when-the-sea-turned-to-silver?from_search=true&from_srp=true&qid=i4iJyHuwI5&rank=2
The Confidence Code for Girls,"Katty Kay, Claire Shipman",https://www.goodreads.com/book/show/41014392-the-confidence-code-for-girls?from_search=true&from_srp=true&qid=u99IaEz6Z0&rank=1
A Song Below Water,Bethany C. Morrow,https://www.goodreads.com/book/show/39085465-a-song-below-water?from_search=true&from_srp=true&qid=7BLXKgaF3g&rank=1
